annual_income,existing_debt,loan_amount,payment_history_score,employment_years,age,debt_to_income,creditworthy
58864.0,3779.0,7319.0,82.4,8.1,32.0,0.19,1
55205.0,22126.0,10878.0,86.4,0.0,70.0,0.6,1
94195.0,5071.0,9139.0,63.1,3.9,27.0,0.15,1
38521.0,19756.0,10745.0,67.8,3.8,28.0,0.79,1
40442.0,15418.0,11226.0,48.5,7.9,32.0,0.66,0
38783.0,6830.0,11162.0,62.1,0.0,41.0,0.46,0
40001.0,26202.0,20833.0,77.4,16.2,33.0,1.18,0
38527.0,2451.0,7266.0,89.4,8.1,45.0,0.25,1
71402.0,19353.0,16544.0,53.4,6.6,27.0,0.5,0
75569.0,20005.0,23526.0,64.5,10.7,23.0,0.58,1
39727.0,6635.0,11408.0,67.7,15.4,18.0,0.45,1
35018.0,23140.0,9975.0,49.1,9.5,18.0,0.95,0
58485.0,10000.0,13386.0,78.9,9.8,32.0,0.4,1
40060.0,14310.0,23258.0,59.1,6.5,35.0,0.94,0
61393.0,14083.0,16359.0,67.1,5.4,31.0,0.5,1
53653.0,10926.0,11281.0,63.2,4.1,52.0,0.41,0
22717.0,18486.0,18387.0,58.2,2.7,52.0,1.62,0
77855.0,18348.0,7284.0,69.9,3.3,34.0,0.33,1
82326.0,0.0,19770.0,66.8,0.6,18.0,0.24,1
38970.0,22435.0,17860.0,64.4,5.7,32.0,1.03,0
43021.0,0.0,12845.0,59.1,0.0,31.0,0.3,1
55146.0,20260.0,9130.0,74.8,6.8,31.0,0.53,1
56020.0,21014.0,8793.0,94.8,5.9,30.0,0.53,1
61854.0,3272.0,18744.0,72.1,6.6,31.0,0.36,1
86184.0,8713.0,23603.0,84.9,3.9,34.0,0.37,1
46815.0,3154.0,10539.0,49.1,18.3,31.0,0.29,1
35631.0,10281.0,18209.0,72.4,11.4,40.0,0.8,1
25172.0,9536.0,1000.0,53.5,1.0,42.0,0.42,0
36843.0,18237.0,10908.0,47.8,6.9,28.0,0.79,0
49404.0,22482.0,14783.0,58.9,3.6,52.0,0.75,0
82302.0,23165.0,8632.0,87.9,1.9,27.0,0.39,1
40683.0,7503.0,8444.0,84.3,0.6,20.0,0.39,1
54028.0,10326.0,10326.0,73.6,7.7,42.0,0.38,1
49704.0,0.0,17045.0,47.0,3.3,29.0,0.34,0
71391.0,5553.0,13689.0,67.1,9.9,42.0,0.27,1
95485.0,19719.0,1000.0,74.5,10.0,18.0,0.22,1
40444.0,24925.0,1000.0,72.6,11.5,53.0,0.64,1
41190.0,2125.0,10752.0,42.3,2.6,45.0,0.31,0
68795.0,7260.0,18204.0,56.6,7.9,21.0,0.37,1
62274.0,11789.0,1000.0,69.0,8.5,22.0,0.21,1
83241.0,14241.0,11502.0,78.0,4.1,56.0,0.31,1
60511.0,5523.0,11316.0,37.1,2.9,30.0,0.28,0
43533.0,15392.0,24718.0,67.6,12.4,29.0,0.92,1
60632.0,8209.0,12305.0,72.1,6.9,18.0,0.34,1
69957.0,11884.0,17681.0,82.7,8.5,34.0,0.42,1
64769.0,16370.0,15989.0,80.4,2.7,35.0,0.5,1
59131.0,12051.0,1000.0,78.7,1.1,46.0,0.22,1
69200.0,8509.0,20377.0,58.0,3.7,23.0,0.42,0
71047.0,11123.0,16508.0,41.4,5.5,21.0,0.39,0
74879.0,11293.0,18558.0,64.1,1.7,43.0,0.4,0
61677.0,9040.0,42484.0,85.0,6.0,49.0,0.84,1
46992.0,9930.0,1000.0,90.9,0.0,21.0,0.23,1
52641.0,24789.0,27073.0,80.7,1.5,50.0,0.99,0
71717.0,16487.0,12988.0,76.4,8.7,38.0,0.41,1
35295.0,9636.0,17011.0,75.7,8.4,50.0,0.75,0
56636.0,17576.0,14681.0,61.7,4.4,37.0,0.57,1
42920.0,9329.0,12030.0,68.0,1.9,18.0,0.5,0
50517.0,21385.0,11011.0,95.0,1.9,36.0,0.64,1
73012.0,14957.0,17307.0,55.9,4.5,50.0,0.44,0
53440.0,11142.0,4380.0,94.2,8.6,28.0,0.29,1
50836.0,15582.0,20254.0,65.2,9.7,34.0,0.7,1
25523.0,0.0,12087.0,89.9,4.0,36.0,0.47,1
63433.0,2986.0,7090.0,48.9,1.4,18.0,0.16,0
61619.0,2449.0,11850.0,78.8,7.1,56.0,0.23,1
88939.0,13144.0,23800.0,58.9,2.7,28.0,0.42,0
44460.0,25860.0,11253.0,48.8,3.9,44.0,0.83,0
53945.0,29850.0,17509.0,73.3,11.3,37.0,0.88,1
54489.0,17104.0,9883.0,85.1,9.3,52.0,0.5,1
78394.0,16007.0,20305.0,57.3,6.6,42.0,0.46,1
48285.0,0.0,19799.0,47.5,0.9,35.0,0.41,0
55022.0,7659.0,27940.0,68.6,6.8,28.0,0.65,0
60942.0,5698.0,13771.0,68.7,10.3,47.0,0.32,1
53359.0,7033.0,19681.0,78.2,4.5,18.0,0.5,1
41964.0,10655.0,15686.0,84.2,11.4,45.0,0.63,1
53494.0,8223.0,24071.0,69.1,11.2,26.0,0.6,1
69325.0,0.0,9968.0,97.8,12.7,52.0,0.14,1
31523.0,17983.0,20215.0,73.4,7.2,40.0,1.21,0
52393.0,3418.0,13637.0,64.8,8.3,45.0,0.33,1
37398.0,13914.0,14551.0,45.8,11.7,39.0,0.76,0
71511.0,28593.0,15642.0,66.1,7.8,19.0,0.62,0
22583.0,4645.0,16766.0,65.0,4.0,29.0,0.95,0
39939.0,0.0,14186.0,84.4,4.2,45.0,0.36,1
56790.0,9712.0,16503.0,76.9,7.0,40.0,0.46,1
78179.0,20808.0,26047.0,52.3,0.8,51.0,0.6,0
48816.0,27667.0,21898.0,72.6,5.4,42.0,1.02,0
40006.0,2164.0,21084.0,80.1,10.4,27.0,0.58,1
83861.0,15974.0,11811.0,92.9,0.0,29.0,0.33,1
23936.0,8278.0,8775.0,83.3,12.1,39.0,0.71,1
15000.0,11152.0,21687.0,81.4,10.5,18.0,2.19,1
57920.0,33155.0,21132.0,70.9,4.2,56.0,0.94,0
40963.0,0.0,25309.0,75.8,8.2,43.0,0.62,1
31618.0,14030.0,10772.0,88.7,6.0,51.0,0.78,1
62750.0,15742.0,13393.0,50.0,10.9,21.0,0.46,1
54388.0,20686.0,3524.0,64.8,9.9,52.0,0.45,1
39847.0,12784.0,12253.0,58.4,0.4,63.0,0.63,0
26955.0,14464.0,21976.0,75.7,8.3,23.0,1.35,0
65704.0,8867.0,11735.0,88.5,5.2,46.0,0.31,1
61704.0,14153.0,19483.0,61.0,6.3,38.0,0.55,1
48215.0,9254.0,13666.0,34.1,3.1,21.0,0.48,0
83239.0,16973.0,17268.0,63.8,13.0,43.0,0.41,1
30738.0,9043.0,6966.0,83.7,10.2,47.0,0.52,1
22541.0,15017.0,15596.0,78.1,3.0,31.0,1.36,0
37546.0,11766.0,1000.0,76.4,0.7,51.0,0.34,1
49179.0,21008.0,13692.0,65.8,4.5,20.0,0.71,0
54380.0,11589.0,3587.0,50.8,7.7,22.0,0.28,1
45658.0,0.0,23442.0,77.7,7.0,40.0,0.51,1
56337.0,22095.0,20442.0,57.5,11.0,38.0,0.76,1
27472.0,4754.0,18267.0,100.0,9.2,30.0,0.84,1
75988.0,6770.0,25647.0,78.6,9.9,47.0,0.43,1
48521.0,7235.0,8358.0,61.3,7.3,44.0,0.32,1
70111.0,22996.0,27232.0,60.8,0.4,47.0,0.72,0
56169.0,0.0,21525.0,68.6,5.2,37.0,0.38,1
58222.0,37102.0,13344.0,66.4,10.2,45.0,0.87,1
60256.0,20448.0,22949.0,86.8,5.8,33.0,0.72,1
58059.0,13786.0,7256.0,72.8,8.0,61.0,0.36,1
61569.0,11561.0,9228.0,59.0,4.7,29.0,0.34,1
73925.0,14284.0,10740.0,98.4,1.9,61.0,0.34,1
53537.0,16169.0,11297.0,70.7,5.5,38.0,0.51,1
62762.0,17162.0,7604.0,81.5,7.2,23.0,0.39,1
48385.0,16445.0,23562.0,60.9,3.4,53.0,0.83,0
75922.0,12717.0,13188.0,75.4,5.1,39.0,0.34,1
37825.0,10421.0,17468.0,74.7,2.2,47.0,0.74,0
82417.0,10790.0,11008.0,41.7,10.5,51.0,0.26,1
49277.0,10441.0,2256.0,100.0,4.8,42.0,0.26,1
24246.0,21070.0,16890.0,89.4,11.8,31.0,1.57,1
52306.0,16748.0,1614.0,64.0,12.1,49.0,0.35,1
37741.0,0.0,14520.0,53.5,5.7,38.0,0.38,1
65132.0,17247.0,5422.0,75.2,2.0,46.0,0.35,1
38253.0,13558.0,28911.0,71.3,0.0,18.0,1.11,0
41969.0,11850.0,21380.0,75.3,0.1,43.0,0.79,0
15988.0,8892.0,15740.0,72.9,0.5,31.0,1.54,0
41858.0,20993.0,23846.0,77.6,11.5,56.0,1.07,1
15000.0,19580.0,9076.0,91.7,6.5,45.0,1.91,1
21490.0,5817.0,18804.0,78.5,7.6,41.0,1.15,1
63687.0,15256.0,16399.0,54.3,0.0,43.0,0.5,0
64144.0,4227.0,16848.0,90.4,1.2,27.0,0.33,1
57658.0,963.0,23906.0,94.6,9.5,56.0,0.43,1
32594.0,6986.0,20127.0,100.0,7.1,60.0,0.83,1
49141.0,18899.0,17021.0,53.1,5.4,42.0,0.73,0
49935.0,19625.0,3416.0,73.6,8.3,55.0,0.46,1
29149.0,16105.0,8280.0,38.8,12.5,32.0,0.84,0
77061.0,17801.0,14141.0,78.3,5.1,29.0,0.41,1
65793.0,16129.0,15654.0,61.8,6.3,38.0,0.48,1
46023.0,6868.0,7089.0,98.9,6.8,43.0,0.3,1
50484.0,15455.0,31882.0,58.4,15.6,34.0,0.94,0
53751.0,18403.0,25615.0,44.7,0.0,44.0,0.82,0
15000.0,18034.0,19215.0,62.9,8.7,41.0,2.48,1
45551.0,21511.0,15504.0,40.4,5.5,27.0,0.81,0
37724.0,17666.0,13515.0,81.3,8.3,44.0,0.83,1
31971.0,14812.0,8337.0,39.0,3.4,47.0,0.72,0
44940.0,20561.0,15542.0,70.4,5.8,40.0,0.8,0
82358.0,11788.0,16804.0,38.8,8.8,51.0,0.35,1
61535.0,4945.0,6308.0,65.2,18.5,25.0,0.18,1
39719.0,10695.0,17339.0,94.7,9.2,43.0,0.71,1
60306.0,6041.0,13913.0,75.4,2.6,25.0,0.33,1
